x,y,height,bank_angle
531.328941,-193.177019,18.456671,-0.081231
534.919501,-188.513248,18.488552,-0.081627
538.508988,-183.848814,18.522568,-0.082173
542.110542,-179.194035,18.555019,-0.082893
545.719784,-174.545126,18.586023,-0.083639
549.328078,-169.894943,18.616358,-0.084719
552.923188,-165.233888,18.646986,-0.086009
556.479140,-160.543488,18.680206,-0.087514
559.961027,-155.799420,18.720447,-0.089232
563.347319,-150.987017,18.766922,-0.091159
566.638107,-146.107459,18.819353,-0.093287
569.848091,-141.172820,18.875441,-0.095610
572.997379,-136.198854,18.928792,-0.098122
576.075555,-131.181612,18.974253,-0.100358
579.055802,-126.106756,19.006285,-0.103211
581.917164,-120.963756,19.015518,-0.106250
584.648953,-115.749717,19.020182,-0.109479
587.254934,-110.471171,19.046171,-0.112905
589.741657,-105.136319,19.125609,-0.116530
592.095862,-99.743308,19.239648,-0.120348
594.292339,-94.283782,19.321944,-0.124346
596.320581,-88.757812,19.360328,-0.127803
598.186782,-83.174889,19.390428,-0.132088
599.907118,-77.546783,19.443137,-0.136506
601.494676,-71.879552,19.507225,-0.141043
602.965844,-66.179709,19.563852,-0.145687
604.325051,-60.451938,19.607471,-0.150424
605.530163,-54.691674,19.643560,-0.155232
606.542290,-48.895195,19.684230,-0.160071
607.360355,-43.066209,19.727345,-0.164882
608.015110,-37.214882,19.760749,-0.168823
608.536190,-31.350935,19.779662,-0.173410
608.920416,-25.477814,19.792824,-0.177799
609.153676,-19.596589,19.823132,-0.181964
609.221761,-13.709889,19.875666,-0.185914
609.115112,-7.824190,19.934137,-0.189691
608.824333,-1.946327,19.973827,-0.193357
608.364283,3.920516,19.990787,-0.196970
607.784186,9.778498,19.998984,-0.200575
607.122338,15.628400,20.015005,-0.203594
606.331848,21.459989,20.027195,-0.207236
605.347035,27.261078,20.021956,-0.210862
604.200669,33.035503,20.002673,-0.214399
602.939980,38.787541,19.983616,-0.217756
601.503133,44.494286,19.972512,-0.220853
599.813072,50.129729,19.977092,-0.223649
597.943848,55.710442,19.988535,-0.226146
595.986021,61.260066,19.997053,-0.228374
593.948563,66.783227,19.995862,-0.230050
591.769397,72.250476,20.002968,-0.231852
589.361335,77.617660,20.049915,-0.233170
588.098952,80.325756,20.052777,-0.234095
585.483257,85.600693,20.128600,-0.235257
582.809252,90.846472,20.208087,-0.236149
579.950346,95.986689,20.263065,-0.236851
575.331350,103.455703,20.249847,-0.237231
572.258365,108.472092,20.199755,-0.237274
568.921410,113.320526,20.133705,-0.237193
565.393525,118.034269,20.105710,-0.237019
563.572697,120.403231,20.102939,-0.236817
559.861349,124.971050,20.126479,-0.236421
556.053525,129.458331,20.168839,-0.235963
552.151048,133.863871,20.195732,-0.235458
546.101442,140.231046,20.139122,-0.235140
543.982225,142.337309,20.135009,-0.235024
539.715243,146.390573,20.092804,-0.235146
535.377062,150.368732,20.087470,-0.235506
530.965510,154.262832,20.121737,-0.236215
526.402361,157.978124,20.151116,-0.237111
521.699906,161.520737,20.171147,-0.238056
516.903137,164.933719,20.188203,-0.238946
512.022191,168.222433,20.179291,-0.239707
507.060838,171.386737,20.120948,-0.240276
502.041123,174.459319,20.062553,-0.240613
496.980805,177.464752,20.082168,-0.240709
491.811743,180.273409,20.153381,-0.240610
486.525873,182.862287,20.240828,-0.240297
481.179937,185.323709,20.326847,-0.239829
475.769764,187.637919,20.384476,-0.239303
470.321468,189.864980,20.425921,-0.238834
464.845382,192.018817,20.460309,-0.238515
459.288740,193.958956,20.453318,-0.238406
453.663573,195.696833,20.413855,-0.238518
447.993166,197.273146,20.358556,-0.238793
442.288887,198.718659,20.290363,-0.239060
436.555729,200.046935,20.218002,-0.239327
430.796473,201.257920,20.162920,-0.239496
425.012175,202.343180,20.134786,-0.239612
419.201175,203.280451,20.104504,-0.239774
413.364281,204.042253,20.060536,-0.240078
407.505300,204.596783,20.015059,-0.240568
401.630503,204.952967,19.983301,-0.241216
395.749016,205.181760,19.978250,-0.241927
389.864201,205.289108,19.981195,-0.242485
383.977802,205.234578,19.967390,-0.243044
378.096549,204.999478,19.939939,-0.243473
372.227100,204.564847,19.906750,-0.243815
366.371572,203.965032,19.888495,-0.244117
360.531305,203.235308,19.905282,-0.244402
354.707372,202.388044,19.947321,-0.244656
348.901891,201.415462,19.992527,-0.244851
343.118821,200.309189,20.023353,-0.244968
337.371939,199.036243,20.037942,-0.245008
331.675436,197.563303,20.037959,-0.245007
326.016295,195.947806,20.033676,-0.244977
320.360806,194.315196,20.041385,-0.244951
314.699060,192.706501,20.062107,-0.244961
309.051736,191.054006,20.077364,-0.245032
303.442324,189.279573,20.067418,-0.245187
297.871164,187.380763,20.034995,-0.245438
292.318341,185.422056,20.002563,-0.245790
286.781154,183.421374,19.971726,-0.246147
281.281843,181.328364,19.915278,-0.246623
275.836768,179.105987,19.810291,-0.247113
270.410145,176.838806,19.676260,-0.247573
264.945270,174.660080,19.554752,-0.247949
259.446063,172.562028,19.508233,-0.248177
253.951458,170.454188,19.569573,-0.248199
248.478326,168.294386,19.670971,-0.247985
243.035614,166.059226,19.743372,-0.247623
237.608307,163.784909,19.777462,-0.246962
232.174993,161.523445,19.787031,-0.246038
226.725558,159.299778,19.779082,-0.244839
221.270996,157.087863,19.758194,-0.243362
215.824253,154.856981,19.728425,-0.241604
210.391883,152.591777,19.689538,-0.239551
204.969501,150.303172,19.633961,-0.236770
196.875902,146.894507,19.458770,-0.233568
191.453515,144.609075,19.343380,-0.230509
186.038758,142.306286,19.261720,-0.227762
183.311472,141.085781,19.247449,-0.225453
177.918030,138.734203,19.233855,-0.221843
172.540371,136.346271,19.280030,-0.218109
167.179588,133.919997,19.357021,-0.214309
161.835363,131.456368,19.438797,-0.210495
156.511202,128.948878,19.498360,-0.206085
148.631327,125.072473,19.496568,-0.201769
143.412365,122.352327,19.411409,-0.198177
138.215791,119.591082,19.280149,-0.194713
133.037940,116.797315,19.130919,-0.191395
127.886201,113.956266,19.011981,-0.188237
122.767779,111.053573,18.970881,-0.185241
117.687744,108.081527,19.007515,-0.183332
115.118595,106.555976,19.001713,-0.181041
110.096145,103.486498,19.072369,-0.178000
102.690711,98.764235,19.165100,-0.175123
97.761473,95.548060,19.164184,-0.172765
92.854424,92.296293,19.138365,-0.170490
87.972039,89.007123,19.096981,-0.168300
83.136684,85.651859,19.056569,-0.166213
78.371801,82.200433,19.034139,-0.164275
73.682382,78.647199,19.033044,-0.162559
69.053973,75.012239,19.041065,-0.161144
64.471075,71.317087,19.045385,-0.160087
59.918120,67.583446,19.033480,-0.159490
55.393234,63.816347,19.002085,-0.159094
50.911126,60.000708,18.961124,-0.159003
46.487799,56.119891,18.921436,-0.159163
42.138308,52.158331,18.894045,-0.159529
37.867019,48.111781,18.884250,-0.160076
33.653367,44.002700,18.888876,-0.160795
29.474945,39.855459,18.903586,-0.161681
25.309898,35.693872,18.923923,-0.162534
21.168461,31.510558,18.939240,-0.163665
17.113685,27.246878,18.928017,-0.164869
13.183968,22.867071,18.881054,-0.166094
9.326584,18.420319,18.832131,-0.167287
5.468255,13.974938,18.824681,-0.168401
1.534682,9.600073,18.902535,-0.169411
-2.948018,4.422401,18.908177,-0.170172
-4.804751,2.081387,18.913690,-0.170866
-8.300911,-2.650974,19.001959,-0.171728
-13.517759,-9.717110,18.998042,-0.172462
-16.992733,-14.467421,18.957037,-0.172990
-20.408769,-19.259761,18.917669,-0.173437
-23.758562,-24.098819,18.894001,-0.173850
-27.055505,-28.974902,18.887658,-0.174305
-30.307148,-33.882200,18.900409,-0.174891
-33.511648,-38.820394,18.926545,-0.175646
-36.638229,-43.807098,18.951272,-0.176073
