x,y,height,bank_angle
179.821522,-577.827411,38.504932,-0.287228
185.402505,-575.820468,38.620100,-0.284171
190.862403,-573.500533,38.696034,-0.280624
196.237967,-570.973043,38.778013,-0.276532
201.572549,-568.364998,38.909769,-0.271879
206.844356,-565.642955,39.039654,-0.266697
212.021521,-562.747491,39.101203,-0.261034
217.116502,-559.701559,39.089779,-0.254945
222.166029,-556.576505,39.057365,-0.248489
227.166953,-553.378118,39.020963,-0.242879
232.085361,-550.060987,38.962621,-0.235936
236.893215,-546.586073,38.886759,-0.228830
241.616654,-542.990846,38.848037,-0.221624
246.306812,-539.349158,38.893034,-0.214361
250.979544,-535.686993,38.999168,-0.207076
255.594523,-531.955942,39.095206,-0.199804
260.108584,-528.104968,39.119420,-0.192576
264.525063,-524.138889,39.038045,-0.185423
268.876868,-520.100314,38.893533,-0.178358
273.173560,-516.007718,38.786061,-0.171395
277.389918,-511.837188,38.787996,-0.164551
281.564340,-507.623497,38.849156,-0.157847
285.752982,-503.419824,38.892025,-0.151303
289.909146,-499.183662,38.881293,-0.144939
293.931267,-494.819965,38.815005,-0.139788
297.855558,-490.363278,38.724087,-0.133814
301.788463,-485.914100,38.657440,-0.128093
305.778921,-481.518833,38.642178,-0.122647
309.764961,-477.121291,38.635567,-0.117498
313.682248,-472.663233,38.593662,-0.112666
317.522287,-468.138279,38.514113,-0.108170
321.294132,-463.556214,38.405596,-0.104020
325.016257,-458.934161,38.282153,-0.100212
328.705623,-454.285671,38.171030,-0.096736
332.378653,-449.623517,38.099813,-0.093576
336.053589,-444.962415,38.069545,-0.090714
339.747897,-440.316786,38.058600,-0.088136
343.465575,-435.689902,38.044214,-0.085835
347.192850,-431.070792,38.025684,-0.083810
350.910555,-426.444199,38.011124,-0.082065
354.602887,-421.797478,38.004706,-0.080827
358.265362,-417.126854,38.000564,-0.079598
361.905418,-412.438186,37.993195,-0.078637
365.539158,-407.744305,37.981906,-0.077735
371.004174,-400.804445,37.966975,-0.077254
374.731865,-396.185071,37.977708,-0.077028
378.473222,-391.576756,37.986315,-0.076941
382.222149,-386.974633,37.990909,-0.076962
385.981843,-382.381170,37.993156,-0.077060
389.754654,-377.798166,37.994375,-0.077210
393.528538,-373.216070,37.990053,-0.077386
397.279812,-368.616150,37.970967,-0.077565
400.997634,-363.989781,37.934106,-0.077726
404.700232,-359.351240,37.890284,-0.077853
408.409199,-354.717448,37.851947,-0.077926
412.124234,-350.088059,37.823486,-0.077978
415.818236,-345.441651,37.799221,-0.078001
419.486013,-340.774323,37.778247,-0.078017
423.155572,-336.108457,37.766296,-0.078056
426.857924,-331.468804,37.769932,-0.078145
430.589290,-326.852517,37.796575,-0.078304
434.298910,-322.219309,37.843824,-0.078537
438.017448,-317.593501,37.883103,-0.078833
441.796798,-313.016352,37.883093,-0.079164
445.518292,-308.393734,37.855859,-0.079497
449.151511,-303.701259,37.811142,-0.079848
454.531879,-296.696835,37.767588,-0.080167
458.267044,-292.083996,37.737343,-0.080341
462.035905,-287.497639,37.716037,-0.080445
465.801106,-282.908431,37.704629,-0.080528
469.547346,-278.304354,37.697721,-0.080577
473.278704,-273.688718,37.690046,-0.080604
477.000248,-269.065505,37.682971,-0.080624
480.719128,-264.440008,37.697174,-0.080655
484.441330,-259.816735,37.739927,-0.080719
488.163095,-255.192831,37.785895,-0.080838
491.878770,-250.563972,37.808749,-0.081038
495.582006,-245.925189,37.801177,-0.081347
499.267145,-241.272037,37.769881,-0.081791
502.930039,-236.601293,37.732925,-0.082393
506.576110,-231.917334,37.705497,-0.083175
510.231866,-227.241280,37.694134,-0.084153
513.925494,-222.595569,37.701496,-0.085337
517.674413,-217.994012,37.723879,-0.086989
523.314198,-211.194061,37.760863,-0.088931
527.076168,-206.602225,37.782736,-0.090824
530.806167,-201.985123,37.819548,-0.092919
534.498155,-197.338126,37.866173,-0.095210
538.163641,-192.670275,37.906138,-0.097691
541.815597,-187.991752,37.922266,-0.100358
545.463947,-183.310292,37.909680,-0.103211
549.106643,-178.624002,37.886448,-0.106250
552.739128,-173.928969,37.873233,-0.109479
556.354810,-169.219952,37.890533,-0.112905
559.930350,-164.480835,37.943478,-0.116530
563.432221,-159.688928,38.014301,-0.120348
566.830652,-154.824267,38.082935,-0.124346
570.127023,-149.889228,38.125371,-0.128508
573.341816,-144.899223,38.132171,-0.132088
576.502402,-139.873531,38.122746,-0.136506
579.613512,-134.816392,38.117322,-0.141043
582.662916,-129.720932,38.133865,-0.145687
585.620837,-124.571982,38.167390,-0.150424
588.451222,-119.354079,38.204697,-0.155232
591.127626,-114.058305,38.245483,-0.160071
593.635294,-108.681348,38.297182,-0.164882
595.989007,-103.233351,38.355538,-0.169599
598.194992,-97.719570,38.369231,-0.172658
599.296536,-94.883118,38.331889,-0.176360
601.352807,-89.310522,38.323543,-0.180601
603.266572,-83.690843,38.321416,-0.184619
605.018403,-78.022612,38.350531,-0.188448
606.602115,-72.304126,38.399950,-0.192144
608.057214,-66.547470,38.456210,-0.195768
609.418847,-60.765949,38.515509,-0.199372
610.647924,-54.958042,38.579263,-0.202989
611.656679,-49.111886,38.634196,-0.206021
612.419516,-43.226441,38.667737,-0.209659
613.025734,-37.318225,38.703660,-0.213236
613.571752,-31.404659,38.771166,-0.216663
614.045411,-25.488314,38.846099,-0.219853
614.373457,-19.563738,38.868187,-0.222751
614.500618,-13.629813,38.803501,-0.225345
614.414688,-7.695422,38.681913,-0.227659
614.110040,-1.770769,38.533716,-0.229727
613.605431,4.137471,38.342971,-0.231568
612.954804,10.028040,38.091613,-0.233170
612.214613,15.902594,37.783208,-0.234512
611.369047,21.756016,37.421616,-0.235584
610.375594,27.582899,37.022720,-0.236387
609.264161,33.397271,36.669147,-0.236922
608.074648,39.213041,36.455376,-0.237137
607.422007,42.185494,36.445485,-0.237251
605.943717,47.928628,36.585593,-0.237266
604.144813,53.562559,36.893012,-0.237134
602.149076,59.129000,37.290151,-0.236873
600.114317,64.686212,37.685269,-0.236493
598.069677,70.250516,38.007585,-0.236041
595.897554,75.766488,38.236397,-0.235592
593.445235,81.159382,38.368929,-0.235228
590.782230,86.461068,38.397185,-0.235033
588.035371,91.726691,38.376557,-0.235103
585.139749,96.909890,38.370617,-0.235506
582.058847,101.983689,38.424395,-0.236215
579.023017,107.081871,38.503444,-0.237111
575.941129,112.147101,38.535777,-0.238056
572.547918,117.015794,38.499868,-0.238946
568.938252,121.734751,38.472282,-0.239592
565.206420,126.357002,38.493550,-0.240196
561.398203,130.913968,38.554123,-0.240574
557.515654,135.404129,38.612452,-0.240710
553.520270,139.792586,38.610371,-0.240610
549.391616,144.056401,38.548016,-0.240297
545.145962,148.205035,38.498470,-0.239829
540.838875,152.293009,38.542844,-0.239303
536.469488,156.311526,38.699031,-0.238978
534.173436,158.297764,38.824719,-0.238651
529.565871,162.032400,38.915369,-0.238432
524.798842,165.571854,38.913520,-0.238436
519.957625,169.014583,38.880937,-0.238642
515.066090,172.381835,38.843946,-0.238955
510.092853,175.617246,38.809773,-0.239249
505.025662,178.699483,38.853908,-0.239449
499.902085,181.689248,39.036188,-0.239573
494.701193,184.537048,39.294015,-0.239680
489.411483,187.208450,39.612036,-0.239903
484.069284,189.753986,40.007292,-0.240300
478.660151,192.148250,40.401730,-0.240877
473.206712,194.472325,40.676932,-0.241571
467.712673,196.717004,40.838979,-0.242269
462.113866,198.680921,40.944708,-0.242873
456.420237,200.352126,41.053657,-0.243343
450.676716,201.845193,41.127986,-0.243707
444.913623,203.259252,41.121091,-0.244018
439.136544,204.618032,41.066936,-0.244309
433.343641,205.914596,41.031036,-0.244577
427.530688,207.122803,41.047133,-0.244794
421.687704,208.167836,41.059563,-0.244899
418.679250,208.575371,41.070720,-0.244980
412.782894,209.262641,41.001869,-0.245013
406.866080,209.762542,40.910691,-0.245003
400.939078,210.110889,40.823132,-0.244971
395.008907,210.350429,40.759863,-0.244949
389.075683,210.446389,40.708532,-0.244968
383.139951,210.354180,40.650473,-0.245052
377.209031,210.072619,40.593170,-0.245222
371.290094,209.608371,40.548227,-0.245490
365.385325,208.992618,40.530803,-0.245857
359.495138,208.258832,40.551956,-0.246302
353.620636,207.409491,40.592695,-0.246787
347.763183,206.440237,40.622722,-0.247272
341.927093,205.341794,40.616566,-0.247711
336.126637,204.080183,40.568689,-0.248044
330.376215,202.620010,40.491119,-0.248209
324.663966,201.013531,40.406492,-0.248154
318.956522,199.385217,40.330965,-0.247861
313.243685,197.777980,40.246539,-0.247431
307.547785,196.120352,40.114590,-0.246684
301.892042,194.335573,39.936408,-0.245669
296.276875,192.419915,39.781558,-0.244378
290.681875,190.438508,39.739825,-0.242808
285.103475,188.410944,39.812933,-0.240953
279.558786,186.300366,39.907872,-0.238800
274.060297,184.080089,39.935414,-0.236338
268.576809,181.823250,39.890957,-0.233568
263.061960,179.636903,39.821913,-0.230509
257.528836,177.490160,39.796916,-0.227193
252.016678,175.292497,39.851909,-0.223667
246.535770,173.019584,39.919727,-0.219988
241.088223,170.666453,39.932325,-0.216214
235.653559,168.282402,39.893009,-0.212400
230.205702,165.928755,39.834094,-0.208596
224.730986,163.636866,39.785588,-0.205462
219.241546,161.377820,39.762719,-0.201769
213.756972,159.106892,39.768536,-0.198177
208.290416,156.794809,39.800552,-0.194713
202.838029,154.451207,39.836394,-0.191395
197.389381,152.099801,39.841548,-0.187220
189.254469,148.663951,39.685908,-0.183803
183.793038,146.342555,39.619020,-0.181041
178.331769,144.020053,39.586300,-0.178424
172.870055,141.698680,39.587048,-0.175930
167.409980,139.373910,39.600957,-0.173541
161.959481,137.026557,39.608533,-0.171239
156.529312,134.631777,39.592520,-0.169020
151.139849,132.146692,39.544658,-0.166895
145.808646,129.538980,39.460932,-0.165222
140.531496,126.823283,39.350116,-0.163384
135.291928,124.037768,39.225109,-0.161810
130.070396,121.219790,39.107283,-0.160569
124.854320,118.389949,39.034214,-0.159698
119.645592,115.543992,39.035115,-0.159189
114.474552,112.631847,39.077451,-0.159003
109.372765,109.604197,39.082730,-0.159085
104.355415,106.439209,39.004789,-0.159386
99.404005,103.168914,38.880446,-0.159874
94.492099,99.835990,38.776708,-0.160536
89.593831,96.482097,38.757711,-0.161368
84.706900,93.113302,38.816805,-0.162356
79.859391,89.691288,38.888096,-0.163470
75.080616,86.176036,38.909623,-0.164666
70.376818,82.559289,38.877435,-0.165687
65.731315,78.863901,38.819912,-0.166896
61.126389,75.114118,38.765517,-0.168040
56.545047,71.333371,38.739316,-0.169086
51.988342,67.523981,38.732385,-0.170025
47.478409,63.663148,38.720087,-0.170866
43.038732,59.726446,38.678225,-0.171613
38.689456,55.692803,38.590997,-0.172266
34.418239,51.574558,38.490065,-0.172824
30.182355,47.416002,38.418007,-0.173295
25.949679,43.251198,38.397068,-0.173712
21.716893,39.085884,38.407364,-0.174143
17.517574,34.889930,38.416977,-0.174677
13.432228,30.587613,38.386708,-0.175377
9.494635,26.147307,38.311215,-0.176220
5.633475,21.635762,38.240248,-0.176810
1.756775,17.138996,38.233329,-0.176810
