-7.287632473123789,13.868646674395123,-2.4909012194521748e-05
-15.007712931310671,7.391947503253171,-2.8723300972263367e-05
-22.583470067941548,0.7122243604517592,-4.77598874810859e-05
-30.011003805565835,-6.161826178572349,-8.198598483341711e-05
-37.28641406673294,-13.221507538382387,-0.00013136880614168453
-44.40580077399229,-20.458123143541595,-0.0001958755645183162
-51.36526384989325,-27.862976418613187,-0.0002754734730757395
-58.16090321698532,-35.42737078816043,-0.00037012974492638226
-64.78881879781785,-43.14260967674655,-0.00047981159318267227
-71.24511051494028,-50.9999965089348,-0.0006044862309570376
-77.52587829090201,-58.99083470928838,-0.0007441208713619052
-83.62722204825245,-67.10642770237052,-0.000898682727509703
-89.54524170954105,-75.33807891274454,-0.0010681390125128597
-95.2760371973172,-83.67709176497361,-0.001252456939483802
-100.81610459450624,-92.11485604284198,-0.001451605907001334
-106.16950261896973,-100.64441011313615,-0.0016655970338297576
-111.34708066197065,-109.2602726453199,-0.001894478900300189
-116.35992932154977,-117.95701488965676,-0.0021383014173899525
-121.21913919574803,-126.72920809641046,-0.0023971144960763763
-125.93580088260626,-135.57142351584454,-0.0026709680473367835
-130.5210049801653,-144.47823239822264,-0.0029599119821485027
-134.985842086466,-153.44420599380845,-0.0032639962114888598
-139.34140279954917,-162.46391555286547,-0.003583270646335179
-143.59877771745565,-171.53193232565735,-0.0039177851976647865
-147.76905743822644,-180.64282756244785,-0.00426758977645501
-151.86333255990215,-189.79117251350036,-0.0046327342936831745
-155.8926936805238,-198.97153842907866,-0.0050132686603266054
-159.8682313981322,-208.17849655944636,-0.00540924278736263
-163.8010363107682,-217.406618154867,-0.005820706585768573
-167.70219901647263,-226.65047446560433,-0.0062477099665217625
-171.58281011328626,-235.90463674192176,-0.006690302840599518
-175.45332441881848,-245.16389543066467,-0.00714852559979602
-179.30710355682595,-254.42893416046525,-0.007622162709118594
-183.1189193498428,-263.70684572368157,-0.008110720298926536
-186.86260785732787,-273.00504553359053,-0.00861369048892442
-190.51200513874022,-282.3309490034694,-0.009130565398816822
-194.0409472535387,-291.6919715465949,-0.009660837148308316
-197.42327026118224,-301.0955285762443,-0.010203997857103474
-200.63281022112983,-310.5490355056945,-0.01075953964490688
-203.64340319284042,-320.05990774822277,-0.011326954631423105
-206.42888523577284,-329.6355607171059,-0.01190573493635672
-208.9630924093862,-339.2834098256211,-0.01249537267941231
-211.21986077313937,-349.01087048704534,-0.013095359980294447
-213.1730263864913,-358.8253581146557,-0.013705188958707704
-214.79642530890084,-368.73428812172904,-0.014324351734356651
-216.063893599827,-378.74507592154254,-0.014952340426945874
-216.94986713301915,-388.8636638802151,-0.01558859072987384
-217.43809206761185,-399.0731298045372,-0.016231662490428855
-217.51965708680214,-409.3385194464161,-0.016879424822922446
-217.18585016759317,-419.624389124314,-0.017529728093507772
-216.42795928698783,-429.895295156693,-0.018180422668337998
-215.23727242198913,-440.1157938620152,-0.018829358913566283
-213.60507754960025,-450.25044155874326,-0.019474387195345808
-211.52266264682407,-460.26379456533874,-0.02011335787982971
-208.98131569066368,-470.1204092002645,-0.02074412133317118
-205.9750320802007,-479.78795416333776,-0.02136470709264358
-202.51357865662567,-489.2522285902458,-0.021974188414182496
-198.61241761796447,-498.50557884939843,-0.02257201545966375
-194.28701888364552,-507.54036018552677,-0.023157638901948267
-189.55285237309687,-516.3489278433619,-0.02373050941389694
-184.42538800574687,-524.9236370676351,-0.024290077668370696
-178.9200957010235,-533.2568431030774,-0.024835794338230428
-173.0524453783552,-541.34090119442,-0.02536711009633706
-166.8379069571701,-549.1681665863939,-0.025883475615551498
-160.29195035689636,-556.7309945237305,-0.026384341568734652
-153.43004549696226,-564.0217402511607,-0.026869158628747426
-146.26766229679595,-571.0327590134157,-0.02733737746845074
-138.82027067582572,-577.7564060552265,-0.02778844876070549
-131.10334055347977,-584.1850366213248,-0.02822182317837261
-123.13234184918623,-590.311005956441,-0.02863695139431299
-114.92274448237335,-596.1266693053066,-0.029033284081387535
-106.4900183724694,-601.6243819126529,-0.02941027191245718
-97.84963343890253,-606.7964990232105,-0.029767365560382817
-89.01705960110108,-611.6353758817108,-0.030104015698025344
-80.00776677849302,-616.1333677328853,-0.030419672998245703
-70.8372248905067,-620.2828298214648,-0.030713788133904785
-61.52090385657037,-624.0761173921807,-0.030985811777863508
-52.074273596112164,-627.5055856897634,-0.031235194602982765
